CUSTOMER_ID,FIRST_NAME,LAST_NAME,CITY,COUNTRY,POSTAL_CODE,PREFERRED_LANGUAGE,GENDER,FAVOURITE_BRAND,MARITAL_STATUS,CHILDREN_COUNT,SIGN_UP_DATE,BIRTHDAY_DATE,E_MAIL,PHONE_NUMBER
15,Gustavo,Wilcox,Hamburg,Germany,21129,German,Female,,Divorced/Seperated,1,2022-04-10,1997-01-09,Gustavo.Wilcox@gmail.com,236-935-2847
96,Alannah,Harrington,Hamburg,Germany,21129,German,Male,,Divorced/Seperated,1,2020-09-28,2002-04-06,Alannah.Harrington@gmail.com,795-039-9393
121,Madilyn,Mcfarland,Hamburg,Germany,21129,German,Male,,Married,1,2022-06-03,2005-08-08,Madilyn.Mcfarland@gmail.com,042-518-0496
135,Josephine,Hurley,Hamburg,Germany,21129,German,Male,,Divorced/Seperated,4,2020-10-30,1995-03-04,Josephine.Hurley@gmail.com,154-929-9070
221,Sheldon,Kline,Hamburg,Germany,21129,German,Undisclosed,,Undisclosed,Undisclosed,2020-11-18,1999-12-22,Sheldon.Kline@gmail.com,113-310-1950
91,Angie,Chavez,Hamburg,Germany,21129,German,Female,,Married,0,2019-01-30,1983-08-14,Angie.Chavez@hotmail.com,455-655-5902
20,Santiago,Henson,Hamburg,Germany,21129,German,Female,,Married,2,2019-11-25,1959-12-19,Santiago.Henson@aol.com,638-931-3818
84,Mitchell,Hickman,Hamburg,Germany,21129,German,Female,,Single,0,2019-12-22,1963-01-21,Mitchell.Hickman@aol.com,790-633-2645
107,Ashlyn,Bird,Hamburg,Germany,21129,German,Male,,Undisclosed,Undisclosed,2019-09-12,1964-07-15,Ashlyn.Bird@aol.com,300-025-8127
143,Charlie,Wilkins,Hamburg,Germany,21129,German,Male,,Married,1,2020-12-14,1956-09-17,Charlie.Wilkins@aol.com,801-849-1484
190,Giovanni,Trevino,Hamburg,Germany,21129,German,Undisclosed,,Single,0,2020-06-14,1941-04-01,Giovanni.Trevino@ymail.com,553-152-7159
41,Jaden,Mccarty,Hamburg,Germany,21129,German,Female,,Married,3,2019-01-01,1970-02-11,Jaden.Mccarty@hotmail.com,382-972-8717
69,Jorden,Weber,Hamburg,Germany,21129,German,Male,,Single,0,2020-02-07,1974-01-05,Jorden.Weber@hotmail.com,907-709-7580
108,Tanya,Stokes,Hamburg,Germany,21129,German,Female,,Married,2,2020-12-07,1986-01-02,Tanya.Stokes@hotmail.com,027-309-0257
25,Dale,Krause,Hamburg,Germany,21129,German,Female,,Single,0,2020-12-07,1964-03-13,Dale.Krause@aol.com,076-484-6811
82,Lucas,Allen,Hamburg,Germany,21129,German,Female,,Single,0,2019-12-23,1961-12-20,Lucas.Allen@aol.com,269-355-4110
126,Dawson,Blankenship,Hamburg,Germany,21129,German,Female,,Divorced/Seperated,3,2019-05-09,1967-02-21,Dawson.Blankenship@aol.com,591-458-6379
179,Makhi,Combs,Hamburg,Germany,21129,German,Male,,Undisclosed,Undisclosed,2020-10-11,1968-03-23,Makhi.Combs@aol.com,771-547-9622
240,Anton,Rogers,Hamburg,Germany,21129,German,Male,,Single,0,2020-10-17,1958-11-12,Anton.Rogers@aol.com,642-342-2818
83,Eliezer,Glass,Hamburg,Germany,21129,German,Male,,Married,3,2020-07-29,1954-10-07,Eliezer.Glass@ymail.com,281-453-7948
14,Ellie,Bennett,Hamburg,Germany,21129,German,Female,,Single,0,2021-08-12,1998-10-04,Ellie.Bennett@gmail.com,260-153-2282
27,Gabriel,Burke,Hamburg,Germany,21129,German,Female,,Single,0,2021-05-01,1990-05-06,Gabriel.Burke@gmail.com,255-058-8435
47,Yaritza,Snyder,Hamburg,Germany,21129,German,Female,,Single,0,2021-10-24,2003-03-19,Yaritza.Snyder@gmail.com,410-917-4150
223,Zachery,Strickland,Hamburg,Germany,21129,German,Female,,Married,1,2020-08-20,1991-04-02,Zachery.Strickland@gmail.com,591-360-2448
101,Kayley,Simmons,Krakow,Poland,31-5,Polish,Female,,Married,2,2021-01-20,1975-06-07,Kayley.Simmons@hotmail.com,405-909-3848
58,Amaya,Dickerson,Krakow,Poland,31-5,Polish,Male,,Single,0,2022-05-11,1960-01-17,Amaya.Dickerson@aol.com,089-972-9689
123,Kyleigh,Adkins,Krakow,Poland,31-5,Polish,Male,,Single,0,2020-01-16,1950-04-05,Kyleigh.Adkins@ymail.com,318-150-8174
146,Chaya,Johns,Krakow,Poland,31-5,Polish,Female,,Single,0,2019-08-22,1955-09-09,Chaya.Johns@ymail.com,209-896-1557
207,Cedric,Marquez,Krakow,Poland,31-5,Polish,Female,,Single,0,2019-04-15,1945-01-23,Cedric.Marquez@ymail.com,285-542-3467
253,Julia,Irwin,Krakow,Poland,31-5,Polish,Female,,Single,0,2020-11-01,1986-08-27,Julia.Irwin@hotmail.com,151-547-2486
40,Zavier,Medina,Krakow,Poland,31-5,Polish,Male,,Married,2,2019-09-27,2002-10-26,Zavier.Medina@gmail.com,544-311-8362
162,Lyric,Dougherty,Krakow,Poland,31-5,Polish,Female,,Divorced/Seperated,1,2019-09-17,1990-06-16,Lyric.Dougherty@gmail.com,366-026-3867
129,Zaiden,Peters,Krakow,Poland,31-5,Polish,Undisclosed,,Married,1,2020-08-25,1980-11-06,Zaiden.Peters@hotmail.com,342-856-8421
134,Rohan,Ryan,Krakow,Poland,31-5,Polish,Female,,Divorced/Seperated,0,2021-08-15,1972-12-16,Rohan.Ryan@hotmail.com,710-529-5311
169,Mike,Callahan,Krakow,Poland,31-5,Polish,Female,,Married,3,2022-05-15,1984-05-31,Mike.Callahan@hotmail.com,060-905-7317
209,Mara,Chase,Krakow,Poland,31-5,Polish,Female,,Divorced/Seperated,0,2022-05-31,1974-08-22,Mara.Chase@hotmail.com,102-028-2141
122,Eleanor,Cherry,Krakow,Poland,31-5,Polish,Male,,Divorced/Seperated,1,2021-07-12,1955-01-18,Eleanor.Cherry@ymail.com,176-930-6111
157,Kasey,Velez,Krakow,Poland,31-5,Polish,Female,,Married,3,2021-10-21,1942-07-10,Kasey.Velez@ymail.com,716-847-4318
201,Kaylen,Shea,Krakow,Poland,31-5,Polish,Male,,Undisclosed,Undisclosed,2022-01-14,1951-05-10,Kaylen.Shea@ymail.com,950-900-1888
228,Jaliyah,Moses,Krakow,Poland,31-5,Polish,Undisclosed,,Undisclosed,Undisclosed,2019-12-04,1940-06-22,Jaliyah.Moses@ymail.com,200-500-0377
3,Cortez,Douglas,Krakow,Poland,31-5,Polish,Female,,Married,2,2020-09-11,2000-09-04,Cortez.Douglas@gmail.com,157-518-3848
208,Makenzie,Mcdonald,Krakow,Poland,31-5,Polish,Female,,Undisclosed,Undisclosed,2019-05-23,1999-11-07,Makenzie.Mcdonald@gmail.com,570-147-9110
46,Paula,Parsons,Krakow,Poland,31-5,Polish,Female,,Married,3,2021-09-06,1972-12-13,Paula.Parsons@hotmail.com,215-961-9622
111,Leonard,Pacheco,Krakow,Poland,31-5,Polish,Male,,Undisclosed,Undisclosed,2021-12-12,1987-04-03,Leonard.Pacheco@hotmail.com,032-840-9103
136,Cedric,Garza,Krakow,Poland,31-5,Polish,Female,,Married,2,2022-05-31,1974-11-11,Cedric.Garza@hotmail.com,941-809-0906
24,Mark,Reilly,Krakow,Poland,31-5,Polish,Female,,Married,2,2019-03-12,1968-11-10,Mark.Reilly@aol.com,157-725-5437
33,Makayla,Reeves,Krakow,Poland,31-5,Polish,Male,,Undisclosed,Undisclosed,2021-11-23,1958-04-01,Makayla.Reeves@aol.com,655-885-4490
61,Abagail,Yang,Krakow,Poland,31-5,Polish,Male,,Single,1,2019-04-08,1963-05-27,Abagail.Yang@aol.com,340-022-8304
71,Marina,Ruiz,Krakow,Poland,31-5,Polish,Female,,Undisclosed,Undisclosed,2019-03-16,1958-04-15,Marina.Ruiz@aol.com,139-831-8861
125,Natalee,Werner,Krakow,Poland,31-5,Polish,Undisclosed,,Single,0,2020-10-27,1962-11-23,Natalee.Werner@aol.com,995-836-4876
170,Jaelyn,Tate,Krakow,Poland,31-5,Polish,Male,,Married,3,2021-08-30,1945-04-25,Jaelyn.Tate@ymail.com,074-366-8745
130,Wesley,Horne,Krakow,Poland,31-5,Polish,Undisclosed,,Divorced/Seperated,4,2021-11-22,1992-03-16,Wesley.Horne@gmail.com,292-736-8743
199,Jovanny,Patrick,Krakow,Poland,31-5,Polish,Male,,Married,1,2019-06-18,1995-04-26,Jovanny.Patrick@gmail.com,835-406-6654
256,Nora,Vance,Krakow,Poland,31-5,Polish,Male,,Married,1,2021-04-30,1995-10-05,Nora.Vance@gmail.com,986-516-8566
39,Luna,Hahn,Krakow,Poland,31-5,Polish,Female,,Undisclosed,Undisclosed,2020-08-20,1975-11-20,Luna.Hahn@hotmail.com,539-504-3367
161,Valery,Boone,Krakow,Poland,31-5,Polish,Female,,Married,2,2021-11-14,1973-06-24,Valery.Boone@hotmail.com,544-341-2135
211,Darryl,Giles,Krakow,Poland,31-5,Polish,Undisclosed,,Married,4,2019-01-10,1972-07-13,Darryl.Giles@hotmail.com,031-127-5197
237,Brynn,Vega,Krakow,Poland,31-5,Polish,Undisclosed,,Divorced/Seperated,1,2022-02-15,1975-12-05,Brynn.Vega@hotmail.com,626-361-4950
16,Lacey,Bentley,Krakow,Poland,31-5,Polish,Female,,Married,4,2021-07-07,1966-09-23,Lacey.Bentley@aol.com,199-438-1338
220,Leah,Russell,Krakow,Poland,31-5,Polish,Undisclosed,,Married,3,2022-06-12,1957-01-28,Leah.Russell@aol.com,499-135-6073
86,Brooklyn,Hardy,Krakow,Poland,31-5,Polish,Female,,Married,0,2022-06-04,1942-07-19,Brooklyn.Hardy@ymail.com,529-913-4050
200,Damien,Wood,Krakow,Poland,31-5,Polish,Undisclosed,,Undisclosed,Undisclosed,2020-09-09,1940-04-03,Damien.Wood@ymail.com,261-867-4941
11,Londyn,Fitzgerald,Krakow,Poland,31-5,Polish,Male,,Married,0,2020-10-13,1995-05-08,Londyn.Fitzgerald@gmail.com,839-089-6031
148,Ashlyn,Clayton,Krakow,Poland,31-5,Polish,Female,,Married,2,2021-02-14,1996-07-30,Ashlyn.Clayton@gmail.com,749-561-4664
174,Magdalena,Pruitt,Krakow,Poland,31-5,Polish,Male,,Married,2,2021-01-03,1999-05-17,Magdalena.Pruitt@gmail.com,674-583-7490
52,Lamar,Krause,Krakow,Poland,31-5,Polish,Female,,Married,0,2020-07-24,1970-02-09,Lamar.Krause@hotmail.com,605-641-7039
74,Kiley,Hardy,Krakow,Poland,31-5,Polish,Male,,Married,5+,2020-04-16,1983-10-30,Kiley.Hardy@hotmail.com,414-810-5489
144,Kolby,Park,Krakow,Poland,31-5,Polish,Male,,Undisclosed,Undisclosed,2019-06-14,1972-07-06,Kolby.Park@hotmail.com,163-311-7160
177,Marcel,Warren,Krakow,Poland,31-5,Polish,Female,,Single,0,2019-01-10,1974-05-23,Marcel.Warren@hotmail.com,208-065-8087
60,Alex,Avila,Krakow,Poland,31-5,Polish,Undisclosed,,Married,2,2020-07-16,1957-06-21,Alex.Avila@aol.com,211-434-7057
141,Courtney,Mullins,Krakow,Poland,31-5,Polish,Male,,Married,2,2020-11-04,1969-12-16,Courtney.Mullins@aol.com,410-563-5009
196,Donavan,Andersen,Krakow,Poland,31-5,Polish,Male,,Single,0,2019-01-11,1959-09-25,Donavan.Andersen@aol.com,455-122-8495
218,Jennifer,Beasley,Krakow,Poland,31-5,Polish,Female,,Married,1,2021-06-26,1958-02-25,Jennifer.Beasley@aol.com,134-771-3471
4,Janiya,Pope,Krakow,Poland,31-5,Polish,Female,,Single,1,2021-09-09,1950-03-05,Janiya.Pope@ymail.com,872-718-6879
252,Gemma,Irwin,Krakow,Poland,31-5,Polish,Male,,Married,5+,2019-09-22,1956-10-08,Gemma.Irwin@aol.com,322-447-7835
115,Marvin,Strickland,Krakow,Poland,31-5,Polish,Female,,Divorced/Seperated,0,2019-10-09,1999-08-11,Marvin.Strickland@gmail.com,173-665-1465
147,Macy,Davies,Krakow,Poland,31-5,Polish,Male,,Single,0,2019-09-06,1990-01-24,Macy.Davies@gmail.com,703-801-8098
239,Lindsey,Kirby,Krakow,Poland,31-5,Polish,Female,,Married,0,2019-02-06,1993-04-21,Lindsey.Kirby@gmail.com,080-083-1410
319,Mckenna,Stanton,Toronto,Canada,M4C 3C7,English,Female,,Married,1,2022-01-22,1980-01-11,Mckenna.Stanton@hotmail.com,060-889-0453
405,Denzel,Baird,San Mateo,United States,94497,English,Undisclosed,,Single,0,2020-12-17,1988-04-08,Denzel.Baird@hotmail.com,154-227-3567
467,Mckinley,Carney,Toronto,Canada,M4C 3B7,English,Male,,Divorced/Seperated,4,2020-06-26,1973-11-09,Mckinley.Carney@hotmail.com,488-704-5451
538,Mylee,Zhang,Toronto,Canada,M4C 1L8,English,Male,,Divorced/Seperated,1,2019-10-15,1988-02-29,Mylee.Zhang@hotmail.com,241-862-1777
623,Zachariah,Zimmerman,Toronto,Canada,M4C 0A2,English,Female,,Divorced/Seperated,2,2021-01-22,1984-02-02,Zachariah.Zimmerman@hotmail.com,831-073-4982
649,Ali,Sparks,San Mateo,United States,94401,English,Male,,Married,1,2019-12-01,1979-10-10,Ali.Sparks@hotmail.com,015-176-3660
675,Libby,Barnes,Toronto,Canada,M4C 3M7,English,Male,,Married,3,2021-04-28,1972-01-23,Libby.Barnes@hotmail.com,222-038-0288
756,Uriel,Gill,San Mateo,United States,94403,English,Male,,Undisclosed,Undisclosed,2019-01-11,1981-08-17,Uriel.Gill@hotmail.com,717-743-0872
763,Sophie,Lloyd,Toronto,Canada,M4C 1E7,English,Male,,Single,0,2021-06-24,1985-01-15,Sophie.Lloyd@hotmail.com,962-807-6152
329,Payton,Fuentes,Toronto,Canada,M4C 1L8,English,Male,,Married,2,2020-09-18,1958-12-05,Payton.Fuentes@aol.com,075-129-2882
343,Macie,Hubbard,San Mateo,United States,94401,English,Female,,Married,2,2021-08-29,1957-03-08,Macie.Hubbard@aol.com,567-001-6129
360,Solomon,Banks,San Mateo,United States,94404,English,Male,,Divorced/Seperated,3,2019-07-28,1963-02-10,Solomon.Banks@aol.com,490-739-7107
379,Brylee,Gilbert,Toronto,Canada,M4C 0A2,English,Female,,Single,0,2020-10-31,1957-12-09,Brylee.Gilbert@aol.com,826-999-2917
454,Santino,Avila,San Mateo,United States,94402,English,Male,,Married,4,2021-01-01,1966-12-28,Santino.Avila@aol.com,756-059-7278
502,Gordon,Anderson,San Mateo,United States,94404,English,Male,,Married,0,2022-01-04,1960-05-25,Gordon.Anderson@aol.com,777-969-8587
528,Jaslyn,Wise,San Mateo,United States,94401,English,Female,,Single,0,2022-05-22,1968-12-29,Jaslyn.Wise@aol.com,635-505-9640
536,Valentino,Gross,Toronto,Canada,M4C 3C7,English,Female,,Married,1,2022-06-25,1968-09-04,Valentino.Gross@aol.com,261-239-5900
540,Amber,Wolf,San Mateo,United States,94401,English,Male,,Undisclosed,Undisclosed,2020-11-11,1968-12-05,Amber.Wolf@aol.com,571-901-4726
632,Karma,Rose,San Mateo,United States,94010,English,Male,,Undisclosed,Undisclosed,2019-01-09,1968-07-02,Karma.Rose@aol.com,008-683-2241
742,Tess,Maldonado,Toronto,Canada,M4C 1E7,English,Female,,Married,4,2021-03-11,1961-04-24,Tess.Maldonado@aol.com,341-583-7248
289,Hayley,Price,Toronto,Canada,M4C 3J6,English,Male,,Married,2,2019-11-05,1949-04-12,Hayley.Price@ymail.com,462-394-1341
332,Jameson,Graham,San Mateo,United States,94404,English,Undisclosed,,Single,0,2022-01-20,1946-09-26,Jameson.Graham@ymail.com,087-315-1517
354,Joyce,Juarez,San Mateo,United States,94497,English,Female,,Undisclosed,Undisclosed,2019-09-08,1951-12-03,Joyce.Juarez@ymail.com,016-941-4857
485,Jakobe,Blevins,San Mateo,United States,94010,English,Female,,Married,4,2019-06-14,1946-09-23,Jakobe.Blevins@ymail.com,139-605-3617
499,Aleena,Nichols,San Mateo,United States,94403,English,Female,,Undisclosed,Undisclosed,2022-03-27,1940-01-29,Aleena.Nichols@ymail.com,071-914-0133
545,Alicia,Joyce,Toronto,Canada,M4C 3M7,English,Female,,Single,0,2019-06-01,1943-12-07,Alicia.Joyce@ymail.com,106-966-6459
572,Jace,Davies,Toronto,Canada,M4C 1L8,English,Female,,Married,0,2019-08-22,1944-03-11,Jace.Davies@ymail.com,427-337-1939
590,Susan,Kirk,San Mateo,United States,94010,English,Female,,Married,2,2019-01-05,1954-05-17,Susan.Kirk@ymail.com,102-992-3053
596,Asa,Collier,Toronto,Canada,M4C 1L8,English,Female,,Married,1,2020-05-14,1944-06-09,Asa.Collier@ymail.com,184-553-2583
629,Keith,Kim,Toronto,Canada,M4C 3C7,English,Male,,Single,0,2019-06-15,1948-02-10,Keith.Kim@ymail.com,108-017-4563
261,Madden,Sexton,San Mateo,United States,94403,English,Male,,Divorced/Seperated,1,2019-06-10,1997-02-20,Madden.Sexton@gmail.com,529-561-1525
262,Ayla,George,San Mateo,United States,94401,English,Female,,Married,2,2021-08-12,1995-06-13,Ayla.George@gmail.com,377-448-4062
285,Garrett,Townsend,Toronto,Canada,M4C 3C7,English,Female,,Divorced/Seperated,0,2020-10-13,2001-03-24,Garrett.Townsend@gmail.com,258-559-4858
308,Lucille,Krause,San Mateo,United States,94403,English,Female,,Single,0,2020-10-25,1999-01-27,Lucille.Krause@gmail.com,947-393-0187
416,Aubrey,Duffy,San Mateo,United States,94401,English,Male,,Single,0,2022-03-10,1999-08-23,Aubrey.Duffy@gmail.com,177-862-8942
419,Cecelia,Gonzalez,San Mateo,United States,94010,English,Female,,Married,2,2021-01-13,1992-08-21,Cecelia.Gonzalez@gmail.com,425-539-8121
428,Leon,Sanchez,Toronto,Canada,M4C 1E7,English,Male,,Single,0,2019-04-14,1992-09-02,Leon.Sanchez@gmail.com,722-776-8958
466,Savanah,Hamilton,San Mateo,United States,94402,English,Undisclosed,,Married,2,2022-02-23,2006-03-01,Savanah.Hamilton@gmail.com,039-840-8457
479,Rigoberto,Franco,San Mateo,United States,94402,English,Male,,Married,4,2020-03-27,1991-12-20,Rigoberto.Franco@gmail.com,673-132-0545
514,Annika,Silva,San Mateo,United States,94497,English,Male,,Married,2,2021-03-03,2002-03-26,Annika.Silva@gmail.com,318-408-0013
700,Aedan,Moody,San Mateo,United States,94403,English,Female,,Married,4,2021-02-13,2005-03-16,Aedan.Moody@gmail.com,237-310-1698
712,Quinn,Dominguez,San Mateo,United States,94402,English,Undisclosed,,Single,0,2020-07-06,1998-11-19,Quinn.Dominguez@gmail.com,979-591-4834
269,Shaun,Cook,Barcelona,Spain,08013,English,Female,,Single,0,2021-12-10,1988-06-30,Shaun.Cook@hotmail.com,028-234-9374
331,Peyton,Perry,Barcelona,Spain,08013,English,Male,,Married,3,2020-03-31,1982-01-07,Peyton.Perry@hotmail.com,153-858-5850
362,Albert,Ayers,Barcelona,Spain,08013,English,Male,,Divorced/Seperated,2,2020-03-31,1977-09-15,Albert.Ayers@hotmail.com,267-537-3544
382,Braylen,Madden,Barcelona,Spain,08013,English,Female,,Divorced/Seperated,0,2021-06-22,1987-12-15,Braylen.Madden@hotmail.com,285-086-2568
426,Bryson,Best,Barcelona,Spain,08013,English,Female,,Married,3,2021-08-18,1976-11-30,Bryson.Best@hotmail.com,054-184-2963
511,Alexa,Henderson,Barcelona,Spain,08013,English,Male,,Single,0,2020-10-31,1976-05-20,Alexa.Henderson@hotmail.com,118-375-1573
529,Callum,Harrington,Barcelona,Spain,08013,English,Female,,Divorced/Seperated,3,2021-07-05,1972-09-18,Callum.Harrington@hotmail.com,154-128-6464
595,Chaim,Carrillo,Barcelona,Spain,08013,English,Male,,Married,3,2019-07-07,1979-09-30,Chaim.Carrillo@hotmail.com,045-442-3136
602,Kinsley,Fischer,Barcelona,Spain,08013,English,Male,,Undisclosed,Undisclosed,2022-03-25,1983-10-15,Kinsley.Fischer@hotmail.com,785-647-6187
612,Marley,Dominguez,Barcelona,Spain,08013,English,Female,,Single,0,2019-01-17,1977-01-09,Marley.Dominguez@hotmail.com,971-344-6463
655,Brenna,Carter,Barcelona,Spain,08013,English,Male,,Single,1,2019-02-22,1984-02-11,Brenna.Carter@hotmail.com,620-354-2394
676,Braxton,Friedman,Barcelona,Spain,08013,English,Male,,Single,0,2022-04-29,1987-12-03,Braxton.Friedman@hotmail.com,874-505-8473
748,Triston,Reilly,Barcelona,Spain,08013,English,Male,,Undisclosed,Undisclosed,2020-02-26,1977-08-30,Triston.Reilly@hotmail.com,180-857-9974
324,Marc,Barnes,Barcelona,Spain,08013,English,Female,,Divorced/Seperated,3,2020-04-17,1963-07-04,Marc.Barnes@aol.com,851-118-3247
524,Ashly,Zavala,Barcelona,Spain,08013,English,Female,,Single,0,2019-11-21,1969-07-04,Ashly.Zavala@aol.com,120-856-5131
554,Janiya,Mcclure,Barcelona,Spain,08013,English,Male,,Single,0,2020-09-10,1960-05-03,Janiya.Mcclure@aol.com,077-970-5776
290,Elaine,Meza,Barcelona,Spain,08013,English,Female,,Single,2,2020-02-28,1940-04-11,Elaine.Meza@ymail.com,038-873-3745
356,Beatrice,Poole,Barcelona,Spain,08013,English,Male,,Married,2,2021-03-20,1946-06-06,Beatrice.Poole@ymail.com,693-780-5009
527,Emmalee,Huerta,Barcelona,Spain,08013,English,Male,,Married,0,2019-05-05,1943-07-12,Emmalee.Huerta@ymail.com,279-668-2451
535,Titus,Crawford,Barcelona,Spain,08013,English,Undisclosed,,Married,2,2020-02-02,1953-06-16,Titus.Crawford@ymail.com,659-460-0455
626,Kylee,Cisneros,Barcelona,Spain,08013,English,Female,,Single,0,2022-05-09,1944-04-01,Kylee.Cisneros@ymail.com,094-537-3876
303,Michelle,Whitaker,Barcelona,Spain,08013,English,Male,,Married,2,2021-01-16,2003-07-27,Michelle.Whitaker@gmail.com,081-891-6647
388,Jazlene,Montgomery,Barcelona,Spain,08013,English,Male,,Undisclosed,Undisclosed,2020-03-20,1996-02-11,Jazlene.Montgomery@gmail.com,133-246-3200
488,Gage,Johnston,Barcelona,Spain,08013,English,Male,,Single,0,2019-03-23,1991-08-23,Gage.Johnston@gmail.com,828-364-0092
617,Uriah,Fisher,Barcelona,Spain,08013,English,Male,,Single,0,2021-03-05,2001-12-06,Uriah.Fisher@gmail.com,115-926-1604
645,Leah,Galvan,Barcelona,Spain,08013,English,Undisclosed,,Married,2,2020-11-25,1995-08-07,Leah.Galvan@gmail.com,132-407-4960
662,Rylie,Macias,Barcelona,Spain,08013,English,Female,,Married,4,2020-03-01,1990-04-02,Rylie.Macias@gmail.com,005-864-3995
731,Amara,Rush,Barcelona,Spain,08013,English,Male,,Single,0,2021-04-18,2002-05-02,Amara.Rush@gmail.com,224-954-8653
347,Belen,Galloway,Munich,Germany,80809,German,Female,,Married,1,2020-06-16,1970-12-23,Belen.Galloway@hotmail.com,166-451-2265
365,Zion,Mclean,Munich,Germany,80809,German,Male,,Married,1,2021-06-24,1980-02-25,Zion.Mclean@hotmail.com,343-231-0545
600,Lena,Valentine,Munich,Germany,80809,German,Male,,Single,0,2021-06-29,1977-03-28,Lena.Valentine@hotmail.com,438-778-9670
633,Zoe,Pierce,Munich,Germany,80809,German,Male,,Single,0,2021-01-30,1981-07-20,Zoe.Pierce@hotmail.com,317-029-2432
664,Arnav,Orr,Munich,Germany,80809,German,Undisclosed,,Undisclosed,Undisclosed,2019-05-09,1971-05-24,Arnav.Orr@hotmail.com,536-530-9667
677,Valeria,Barr,Munich,Germany,80809,German,Male,,Undisclosed,Undisclosed,2021-04-30,1971-12-21,Valeria.Barr@hotmail.com,565-474-6438
701,Clay,Farley,Munich,Germany,80809,German,Female,,Married,0,2022-04-02,1975-03-04,Clay.Farley@hotmail.com,946-565-1192
741,Lainey,Whitehead,Munich,Germany,80809,German,Male,,Married,2,2021-08-11,1973-08-09,Lainey.Whitehead@hotmail.com,320-839-1259
280,Jalen,Downs,Munich,Germany,80809,German,Male,,Divorced/Seperated,1,2021-09-27,1956-07-18,Jalen.Downs@aol.com,383-648-0731
398,Abbey,Richards,Munich,Germany,80809,German,Male,,Undisclosed,Undisclosed,2019-02-24,1959-03-29,Abbey.Richards@aol.com,338-539-8980
557,Macie,Francis,Munich,Germany,80809,German,Female,,Single,0,2019-12-27,1958-05-01,Macie.Francis@aol.com,477-451-1519
721,Marcel,Dominguez,Munich,Germany,80809,German,Undisclosed,,Single,2,2019-09-24,1967-11-12,Marcel.Dominguez@aol.com,602-866-6759
749,Dania,Nixon,Munich,Germany,80809,German,Male,,Single,0,2022-01-23,1967-05-31,Dania.Nixon@aol.com,440-227-4355
372,Fisher,Burke,Munich,Germany,80809,German,Male,,Married,2,2019-03-24,1945-07-30,Fisher.Burke@ymail.com,667-286-4087
377,Tony,Krause,Munich,Germany,80809,German,Male,,Married,4,2019-05-19,1953-09-06,Tony.Krause@ymail.com,631-010-3602
500,Brylee,Valdez,Munich,Germany,80809,German,Female,,Married,2,2021-05-03,1950-08-28,Brylee.Valdez@ymail.com,181-860-2492
521,Sienna,Finley,Munich,Germany,80809,German,Female,,Single,0,2022-03-17,1950-08-03,Sienna.Finley@ymail.com,399-763-3344
561,Nyasia,Livingston,Munich,Germany,80809,German,Male,,Undisclosed,Undisclosed,2021-03-25,1943-01-12,Nyasia.Livingston@ymail.com,345-544-5594
647,Ignacio,Rojas,Munich,Germany,80809,German,Female,,Married,3,2020-01-29,1950-07-06,Ignacio.Rojas@ymail.com,970-768-8350
651,Simeon,Patterson,Munich,Germany,80809,German,Male,,Single,0,2021-05-23,1954-12-22,Simeon.Patterson@ymail.com,097-338-8933
725,Teagan,Andrews,Munich,Germany,80809,German,Male,,Single,0,2020-04-19,1955-03-27,Teagan.Andrews@ymail.com,822-789-9891
740,Deon,Richard,Munich,Germany,80809,German,Female,,Married,2,2019-12-30,1952-01-06,Deon.Richard@ymail.com,190-894-2569
291,Kody,Mckay,Munich,Germany,80809,German,Female,,Married,4,2019-10-15,1989-08-25,Kody.Mckay@gmail.com,439-093-9653
386,Heather,Bowen,Munich,Germany,80809,German,Undisclosed,,Married,2,2019-08-10,2000-01-08,Heather.Bowen@gmail.com,645-625-2914
451,Landyn,Bailey,Stockholm,Sweden,600,English,Male,,Married,3,2021-06-17,1958-08-05,Landyn.Bailey@aol.com,905-837-6921
468,Arabella,Hayden,Stockholm,Sweden,6200,English,Undisclosed,,Married,3,2021-05-16,1954-04-13,Arabella.Hayden@ymail.com,613-221-6258
300,Arturo,Pratt,Stockholm,Sweden,6100,Swedish,Male,,Single,2,2021-04-29,1983-01-21,Arturo.Pratt@hotmail.com,422-913-4320
315,Kaeden,Beard,Stockholm,Sweden,6100,Swedish,Female,,Divorced/Seperated,0,2020-01-26,1987-11-27,Kaeden.Beard@hotmail.com,373-383-7770
517,Kelsie,Huber,Stockholm,Sweden,6200,Swedish,Male,,Single,0,2019-03-07,1974-10-19,Kelsie.Huber@hotmail.com,074-564-2025
552,Brogan,Ayers,Stockholm,Sweden,6100,Swedish,Undisclosed,,Single,0,2020-06-28,1970-08-14,Brogan.Ayers@hotmail.com,394-000-5419
622,Haven,Wright,Stockholm,Sweden,600,Swedish,Male,,Single,0,2021-03-20,1974-10-31,Haven.Wright@hotmail.com,728-620-4646
667,Clayton,Blanchard,Stockholm,Sweden,6206,Swedish,Undisclosed,,Married,2,2020-09-25,1971-04-10,Clayton.Blanchard@hotmail.com,309-632-1853
708,Isabel,Dean,Stockholm,Sweden,6200,Swedish,Male,,Married,0,2020-10-15,1983-08-19,Isabel.Dean@hotmail.com,383-425-6153
274,Nick,Blackwell,Stockholm,Sweden,6206,Swedish,Male,,Single,0,2021-02-13,1958-12-01,Nick.Blackwell@aol.com,642-984-8437
